carpark_number,address,x_coordinate,y_coordinate,latitude,longitude,carpark_type,type_of_parking_system,short_term_parking,free_parking,night_parking,carpark_decks,gantry_height,carpark_basement
BR5,BLK 74/75 WHAMPOA DRIVE,30768.0099,34127.2333,1.3249083039772,103.858190305958,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.9,N
BR6,BLK 92 WHAMPOA DRIVE,30249.9707,33920.4375,1.32303815862096,103.853535429731,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BR8,BLK 76/77 LORONG LIMAU,30363.7715,34154.9883,1.32515934435326,103.854558008469,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,3,N
BR9,BLK 69 MOULMEIN ROAD,29939.1769,33469.7037,1.31896190295621,103.850742753784,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BTM,BLK 2B BOON TIONG ROAD,27996.7913,29911.548,1.28678325719919,103.833289414503,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BTM2,BLK 8C BOON TIONG RD,27590.7177,29931.3587,1.28696241552673,103.829640679039,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BTM3,BLK 11A BOON TIONG ROAD,27485.7966,29859.2793,1.28631055318761,103.828697921717,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N
BVM2,BLK 129A BUKIT MERAH VIEW,26893.4354,29547.635,1.28349213622059,103.823375329166,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BWM,BLK 2A JLN BUKIT MERAH,25037.7298,29927.4975,1.28692735896701,103.806701051967,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N
B10,BLK 404/413 BEDOK NORTH AVENUE 3,39172.2903,34582.9441,1.32902766422888,103.933707410647,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B11,BLK 416/418 BEDOK NORTH AVENUE 2,38803.7496,34507.0389,1.32834133865842,103.930395846488,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B12,BLK 420/421 BEDOK NORTH STREET 1,38523.5625,34424.8004,1.32759770201683,103.927878186185,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B13,BLK 414/425 BEDOK NORTH ROAD,38733.3633,34652.0234,1.32965255018756,103.929763438533,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B14,BLK 412/413 BEDOK NORTH AVENUE 2,38920.4797,34597.393,1.32915842626013,103.931444761508,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B16,BLK 32/63 BEDOK SOUTH AVENUE 2,39934.8473,33971.8042,1.32350045120967,103.940559158462,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B17,BLK 52/57 NEW UPPER CHANGI ROAD,40079.2617,34051.0508,1.32421707134044,103.941856827799,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B18,BLK 46/48/50 BEDOK SOUTH AVENUE 3,40194.9414,33916.5039,1.32300023299127,103.942896216671,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
B19,BLK 37/38/43/60 BEDOK SOUTH ROAD,39979.5352,33797.4766,1.3219238793392,103.940960634471,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B20,BLK 67/73 BEDOK SOUTH ROAD,40253.2539,33562.5352,1.31979904781436,103.943420043617,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B21,BLK 74/82 BEDOK NORTH ROAD,39989.0226,34488.949,1.3281772962437,103.941046153726,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
B23M,BLK 187 BEDOK NORTH ST 4,39944.1477,34766.4678,1.3306870912177,103.940643037104,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N
B24,BLK 84/89 BEDOK NORTH AVENUE 4,39682.7466,34983.1176,1.33264649364106,103.938294288805,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B24A,BLK 84 BEDOK NORTH STREET 4,39829.8122,34830.0817,1.33126243655735,103.939615695049,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
B25,BLK 91/97 BEDOK NORTH AVENUE 4,39927.1063,35018.7287,1.3329684521058,103.940490009386,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,4.5,N
B26,BLK 98/100 BEDOK NORTH AVENUE 4,39910.4336,35166.7734,1.334307320107,103.940340253791,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
B27,BLK 101/106 BEDOK NORTH AVENUE 4,39654.1953,35145.7266,1.33411708032332,103.938037801752,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B28,BLK 107/110 BEDOK NORTH ROAD,39379.6445,34971.7852,1.33254412286643,103.935570744844,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B30,BLK 119/123 BEDOK NORTH STREET 2,39733.8204,34684.0888,1.329942167991,103.938753100216,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B31,BLK 124/129 BEDOK NORTH STREET 2,39744.5963,34524.6842,1.32850056753076,103.938849866327,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B32,BLK 130/132 BEDOK NORTH STREET 2,39511.7026,34404.0851,1.32741000278912,103.936757146052,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B33,BLK 131/133 BEDOK NORTH AVENUE 3,39405.1638,34385.3038,1.32724019173639,103.935799831112,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B34,BLK 134/136 BEDOK NORTH AVENUE 3,39391.0547,34503.7773,1.32831162769352,103.93567309739,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B35,BLK 137/140 BEDOK NORTH AVENUE 3,39335.7148,34586.2422,1.32905743053795,103.935175869216,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B40,BLK 504/507 BEDOK NORTH STREET 3,39067.9293,34972.3428,1.3325492809727,103.932769811723,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
B41,BLK 510 BEDOK NORTH STREET 3,38925.7812,34972.8867,1.33255425135472,103.931492532607,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N
B42,BLK 509/511 BEDOK NORTH STREET 3,38851.0273,34961.4805,1.33245112471632,103.930820823388,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
B43,BLK 519/522 553 BEDOK NORTH AVENUE 1/2,38492.9294,34812.5657,1.33110451987733,103.927603064346,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
B44,BLK 528/536 BEDOK NORTH STREET 3,38482.3867,35129.4805,1.33397058477735,103.927508441244,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B44A,BLK 523/527 BEDOK NORTH STREET 3,38743.3984,35178.6016,1.33441472651094,103.929853794651,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B44B,BLKS 556/557 BEDOK NORTH STREET 3,37970.7092,34944.8181,1.33230073827342,103.922910671939,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,YES,0,0,N
B45,BLK 537/539 BEDOK NORTH STREET 3,38250.9386,34876.1148,1.33167931735868,103.925428665378,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
B46,BLK 537/538 BEDOK NORTH STREET 3,38112.1565,34836.4398,1.3313205577355,103.924181618474,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
B47,BLK 540/542 BEDOK NORTH STREET 3,37896.9112,34789.4034,1.33089524866048,103.922247505608,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B48,BLK 543/547 BEDOK NORTH STREET 3,38027.5007,34700.9495,1.33009526106495,103.92342089502,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B49,BLK 549/551 BEDOK NORTH AVENUE 1,38388.8477,34932.0469,1.33218509987565,103.926667873746,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B50,BLK 601/605 BEDOK RESERVOIR ROAD,36875.1304,34739.7397,1.33044642405867,103.913066227872,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
B50A,BLK 606/610 BEDOK RESERVOIR ROAD,36838.2461,34857.5547,1.33151191091109,103.912734836217,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B50B,BLK 609A BEDOK RESERVOIR ROAD,36751.1433,34871.319,1.33163641548788,103.911952173224,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
B51,BLK 611/616 BEDOK RESERVOIR ROAD,37245.6836,34927.6641,1.33214583342181,103.91639590901,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B52,BLK 617/624 BEDOK RESERVOIR ROAD,37412.3828,35122.5781,1.33390851336368,103.917893854054,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B53,BLK 625/629 BEDOK RESERVOIR ROAD,37110.0129,35160.4187,1.33425082242566,103.915176901874,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
B54,BLK 630/632 BEDOK RESERVOIR ROAD,37112.9655,35062.2564,1.33336307740066,103.915203403311,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.3,N
B57,BLK 701/708 BEDOK RESERVOIR ROAD,37537.5855,35336.4582,1.33584272782673,103.919018937578,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B59,BLK 716/718/721 BEDOK RESERVOIR ROAD,38310.1233,35520.6463,1.33750820404249,103.925960690629,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B6,BLK 204/209 NEW UPPER CHANGI ROAD,38797.4548,34284.616,1.32632982981668,103.930339205939,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
B6M,BLK 208A NEW UPPER CHANGI ROAD,38858.3585,34156.6609,1.32517262921078,103.930886412737,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N
B6T,BLK 23 BEDOK SOUTH AVENUE 1,39044.9784,33995.6053,1.32371603450944,103.932563232886,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0,N
B60,BLK 722/725 BEDOK RESERVOIR ROAD,38654.6406,35490.0933,1.33723177439828,103.929056365068,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B63,BLK 739/745 BEDOK RESERVOIR ROAD,37937.9062,35591.9375,1.33815306031056,103.922616129927,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B65,BLK 155/172 BEDOK SOUTH ROAD/AVE 3,40502.4219,33588.332,1.32003224376804,103.945658954044,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
B66,BLK 637A BEDOK RESERVOIR ROAD,35903.9044,34750.8852,1.33054748820617,103.904339229824,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,1.9,N
B67,BLK 649A JALAN TENAGA,36132.6219,34913.1736,1.33201510541961,103.906394426069,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,1.9,N
B68,BLK 10A BEDOK SOUTH AVENUE 2,39530.0381,33861.6257,1.32250419302136,103.936921696528,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
B69,BLK 94A BEDOK NORTH AVENUE 4,40091.8567,35069.2759,1.33342551697169,103.941970402725,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
B7,BLK 211/218 BEDOK NORTH STREET 1,38973.5423,34152.0151,1.32513057306712,103.931921398187,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
B7A,BLK 216/218 BEDOK NORTH ST 1,39208.9372,34373.2247,1.32713102567935,103.934036626065,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.15,N
B7B,BEDOK CENTRAL,39298.3108,34305.7565,1.32652083508736,103.934839670622,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
B70,BLK 201 BEDOK NORTH ST 1,38536.5889,34280.1109,1.32628917867994,103.927995185634,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
B71,BLK 29C CHAI CHEE AVENUE,38125.3637,34059.3926,1.32429322244151,103.924300035563,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
B72,BLK 660A JALAN TENAGA,36243.3489,35174.2762,1.33437639293103,103.90738944042,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
B73,BLK 651A JALAN TENAGA,36196.3322,34965.864,1.33249160118574,103.906966912766,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N
B74,BLK 671A JALAN DAMAI,36428.7057,35005.0793,1.33284618645662,103.909054929329,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2,N
B75,BLK 613C BEDOK RESERVOIR ROAD,37371.4282,35026.2573,1.33303743582959,103.91752582437,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
B76,BLK 761A BEDOK RESERVOIR VIEW,39251.41,35342.7343,1.33589889763433,103.934418623957,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
B77,BLK 765A BEDOK RESERVOIR VIEW,39464.4992,35319.6825,1.33569034565199,103.936333342011,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
B78,BLK 769A BEDOK RESERVOIR VIEW,39692.6527,35310.6109,1.33560821813347,103.938383426199,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
B79,BLK 772A BEDOK RESERVOIR VIEW,39583.9006,35439.6773,1.33677548878407,103.937406276514,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
B8,BLK 201/203 BEDOK NORTH STREET 1,38567.8313,34234.9589,1.32588082971326,103.928275899648,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
B80,BLK 739A BEDOK RESERVOIR ROAD,38020.7204,35604.6099,1.33826763748998,103.923360267385,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
B81,BLK 30A NEW UPPER CHANGI ROAD,39309.7384,33939.7118,1.3232104573187,103.934942218807,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
B82,BLK 509B BEDOK NORTH STREET 3,38805.8064,35117.6383,1.33386337462547,103.930414543899,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0,N
B83,BLK 21A CHAI CHEE ROAD,37899.5392,34299.8988,1.32646834688321,103.922270961317,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
B84,BLK 215A BEDOK CENTRAL,39227.6155,34273.0906,1.32622544284824,103.934204423871,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
B85,BLK 184 BEDOK NORTH RD,40023.6834,34256.9953,1.32607957915388,103.941357508538,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
B86,BLK 114A BEDOK NORTH ST 2,39379.4586,34770.0381,1.33071959656172,103.935568999258,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N
B87,BLK 13A BEDOK SOUTH RD,39449.3971,33644.4324,1.32054000711302,103.936197014752,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N
B88,BLK 34A BED0K SOUTH AVE 2,39683.2391,33835.9985,1.32227237187996,103.938298276733,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
B89,BLK 116A BEDOK NORTH ROAD,39568.2194,34796.4641,1.33095851222321,103.93726512799,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
B9,BLK 402/403 BEDOK NORTH AVENUE 3,39184.2416,34709.4842,1.33017204191659,103.9338148458,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B90,BLK 35A BEDOK SOUTH AVE 2,39831.9791,33865.2621,1.3225369638441,103.939634793365,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
B91,BLK 630 BEDOK RESERVOIR ROAD,37007.0862,34999.621,1.33279665726155,103.914251999969,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,Y
B92,BLK 2A BEDOK SOUTH AVE 1,39197.6251,33772.3265,1.32169672751839,103.933934761693,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
B93,BLK 19A BEDOK SOUTH ROAD,39224.3984,33631.2777,1.32042112420287,103.934175282113,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
B94,BLK 513A BEDOK NORTH AVE 2,38688.1313,34940.2851,1.33225949914918,103.929357105265,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
B94A,"BLK 512 TO 518, 554 BEDOK NORTH AVE 2",38668.2981,34834.5151,1.33130296107192,103.929178856046,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
B95,BLK 220 BEDOK CENTRAL,39325.3283,34194.2403,1.3255123136038,103.935082396016,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N
B96,BLK 219 BEDOK CENTRAL,39088.1581,34133.7804,1.32496562368046,103.932951274883,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N
B97,BLK 714A BEDOK RESERVOIR ROAD,38037.1417,35371.0192,1.33615512323017,103.923507745137,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
B98,BLK 748 BEDOK RESERVOIR CRESCENT,37860.0561,35362.5681,1.33607875282578,103.921916527575,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,7,2.15,N
B99M,BLK 807 CHAI CHEE ROAD,37954.0727,34412.5835,1.32748740840705,103.922761010517,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.15,N
CAM,BLK 88 TANGLIN HALT RD,24092.2494,31574.3039,1.3018203907642,103.798205324773,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
CCKC,309 CHOA CHU KANG AVE 4,18254.4236,40780.2921,1.38507469603346,103.745746862041,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.1,Y
CCM,BLK 84A COMMONWEALTH CLOSE,24269.3904,31777.7395,1.30366021217814,103.799796992923,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
CC1,BLK 1/2 CHAI CHEE STREET,37970.7792,34316.7372,1.32662060399215,103.922911096212,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
CC10,BLK 43/45 CHAI CHEE STREET,38267.4015,34545.0259,1.32868506494849,103.925576482432,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
CC11,BLK 50/54 CHAI CHEE STREET,37828.6078,34590.3599,1.32909519407847,103.921633698028,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
CC12,BLK 11 CHAI CHEE ROAD,38194.9297,34332.7592,1.3267654269036,103.924925213452,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,Y
CC4,"BLK 22/24, 59/63, 803/805 CHAI CHEE ROAD",37801.1879,34221.6662,1.32576087157646,103.92138719738,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.4,N
CC5,BLK 27 CHAI CHEE ROAD,38025.2345,34117.8358,1.32482179447281,103.923400341165,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
CC6,BLK 25-27 CHAI CHEE ROAD,38043.4844,33973.1328,1.32351314735574,103.923564278824,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
CC7,BLK 30/40 CHAI CHEE AVENUE,38279.717,34164.7007,1.32524553878658,103.925687016296,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
CC8,BLK 55/58 CHAI CHEE DRIVE,37584.5733,34347.0451,1.32689482157607,103.919440839228,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
CC9,BLK 41/42 CHAI CHEE STREET,38313.9557,34438.2547,1.32771944953344,103.925994761133,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
CDM,BLK 54 C'WEALTH DR,23934.8536,31553.8887,1.30163574269531,103.796791054584,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
CKM1,BLK 429A CHOA CHU KANG AVENUE 4,17706.6149,40616.7716,1.38359568894636,103.740824447584,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
CKM2,BLK 625A CHOA CHU KANG STREET 62,18365.515,42251.984,1.39838417114409,103.746744616221,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N
CKM3,BLK 445A CHOA CHU KANG AVE 4,17241.061,40350.4217,1.38118675142728,103.736641197416,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
CKM4,BLK 474A CHOA CHU KANG AVE 3,17384.4024,40068.5078,1.37863727894947,103.737929326595,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
CKM5,BLK 450A CHOA CHU KANG AVE 4,17135.7982,40142.8636,1.37930963409115,103.735695410548,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
CKM6,BLK 462A CHOA CHU KANG AVE 4,17141.5616,39946.6052,1.37753474806817,103.735747271135,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
CKM7,BLK 483A CHOA CHU KANG AVE 5,17288.8253,39773.897,1.37597289325726,103.737070604073,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
CKM8,BLK 486A CHOA CHU KANG AVE 5,17432.5108,39671.7658,1.37504930855288,103.738361757389,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
